rid,start,finish,answer_duration,ip,client_type,Q1,Q1_分中心编码,Q1_分中心,Q4__1,Q5__1,Q6,Q7,Q13,Q8__1,Q8__2,Q8__3,Q8__4,Q8__5,Q8__6,Q4__1__open2,Q5__1__open2,Q8__6__open,Q9__1,Q9__2,Q10__1,Q10__2,Q11__1,Q11__2,Q12__1,Q12__2,Q4__1_题项,Q5__1_题项,Q8__1_题项,Q8__2_题项,Q8__3_题项,Q8__4_题项,Q8__5_题项,Q8__6_题项,Q6_编码本选项文本,Q7_编码本选项文本,Q13_编码本选项文本,Q9__1_编码本选项文本,Q10__1_编码本选项文本,Q11__1_编码本选项文本,Q12__1_编码本选项文本
1534032,2026-04-15 09:24:48,2026-04-15 09:26:47,1分59秒,163.179.124.170,pc,37,37,珠海,5,5,2,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,比较符合当下需求,暂无,总体还行暂无,暂无,总体还可以,班次可以改为每周一次,总体还可以,暂无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1534033,2026-04-15 09:34:46,2026-04-15 09:36:29,1分43秒,218.93.120.254,pc,31,31,常州,5,5,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,价格,无,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1534034,2026-04-15 09:42:13,2026-04-15 09:48:12,5分58秒,61.181.103.242,pc,12,12,天津,4,4,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,,,趣味性，与陪客户60%以上都是兴趣，死板的课程只会磨灭学生的兴趣,无,无,无,无,无,无,无,无社交属性,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1534035,2026-04-15 09:45:37,2026-04-15 09:47:36,1分59秒,112.255.200.243,iPhone,17,17,青岛,4,4,3,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,课程很完善,无,课程比较完善,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,一般,一般,比较及时,,,,
1534037,2026-04-15 09:57:22,2026-04-15 10:02:22,5分,119.62.102.251,Android,24,24,昆明,4,4,1,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,无,无,无,2无,无,无,无,内容过多 学员了解起来觉得很复杂,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,比较及时,比较及时,,,,
1534038,2026-04-15 10:00:35,2026-04-15 10:04:21,3分45秒,61.181.103.242,Android,12,12,天津,5,5,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,很满意,暂无异议,都满意,无,无,暂无,暂无,暂无,暂无,暂无,暂无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,比较及时,比较及时,,,,
1534040,2026-04-15 10:05:11,2026-04-15 10:14:02,8分51秒,221.226.188.206,iPhone,5,5,南京,3,4,2,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,小程序使用体验一般,,,套餐体系很明确，匹配需求,care的部分可否后台实时提醒学习，增加服务,清晰直观，匹配需求,同上,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1534041,2026-04-15 10:09:14,2026-04-15 10:10:41,1分27秒,221.226.188.206,iPhone,5,5,南京,4,4,2,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,无,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,非常及时,,,,
1534042,2026-04-15 10:14:06,2026-04-15 10:22:02,7分55秒,218.94.55.78,pc,5,5,南京,5,4,1,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,很符合，全面省心,绝大多数都是认可的,,产品很全面,高考日语家长大多数都是校内同步培训，可考虑增加一对一比例,很好,对比其他家课时量足，单价也是最低的，但是0基础客户无法理解N5N4的课时量必要性，如果可以出一份材料，证明这部分的重要，最好啦,很好,无,很好,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,比较及时,非常及时,,,,
1534043,2026-04-15 10:14:12,2026-04-15 10:17:31,3分18秒,112.96.25.140,iPhone,5,5,南京,4,4,2,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,1,组班不多,还不错，日语班多,无,小朋友不止一对一，还可以班课,续费组班略微困难,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,表扬,,,
1534046,2026-04-15 10:23:59,2026-04-15 10:32:48,8分49秒,61.135.212.184,pc,43,43,总部在线,5,4,4,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,/,希望在宣发的时候从用户购买，销售售卖的角度，宣发一些更有卖点/说服力的角度,/,考虑是否像高考一样，组一些专项的群，比如口语类,/,1.课程更加趣味化，是否可以考虑在低年龄段老师可以有一些玩偶之类的辅助教学来吸引学员#2.系统是否可能更加智能化，增加学员互动趣味性#3.课后练习是否可以智能化一些，涵盖课前预习、课后作业等,/,和普通课程未从内容上看出差异化,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,不太充分,一般,非常及时,,,,
1534047,2026-04-15 10:24:36,2026-04-15 10:26:35,1分59秒,10.2.163.49,pc,43,43,总部在线,5,5,3,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,无,无,无,无,无,课时、阶段太多,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,一般,比较及时,一般,,,,
1534048,2026-04-15 10:33:39,2026-04-15 10:37:21,3分41秒,218.94.55.78,pc,5,5,南京,5,4,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,符合学生日语留学要求,暂无,符合日语学生留考要求，促进学习,暂无,符合学生学习要求,暂无,符合学生学习需求,暂无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1534049,2026-04-15 10:39:01,2026-04-15 10:41:34,2分33秒,27.191.198.125,pc,34,34,唐山,4,4,3,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,,,,没有,没有,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,一般,比较及时,比较及时,,,,
1534050,2026-04-15 11:39:13,2026-04-15 11:42:02,2分49秒,223.104.150.0,iPhone,5,5,南京,4,4,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,增加课时,无,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,非常充分,非常及时,非常及时,,,,
1534053,2026-04-15 13:36:06,2026-04-15 13:38:52,2分46秒,27.223.21.90,pc,17,17,青岛,5,3,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,挺好,客户对教材质疑,教材,无,更多的高考日语资料及课程体系,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1534060,2026-04-15 15:31:50,2026-04-15 15:47:57,16分7秒,61.171.228.1,iPhone,1,1,上海,4,4,2,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,赠送配套比较完善,0-N3也读重复协议, 配套比较完善,出0-n3重读协议,课件有趣,固定开班好招生,灵活性高,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,比较及时,比较及时,,,,
1534064,2026-04-15 15:52:18,2026-04-15 15:54:29,2分11秒,61.183.140.66,pc,7,7,武汉,4,4,2,3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,无 ,无,无,无,无,无,无,无,产品适配度：产品是否符合目标日语学员的学习需求？,市场认可度：您服务的学生/家长对目前在售的产品认可度如何？,教学内容,教研资料,运营支持,组装搭配,产品迭代,其他（请注明）,比较充分,一般,一般,,,,
